time,u,v,w,p,q,r,phi_deg,theta_deg,psi_deg,airspeed,alpha_deg
2.286539760515649888e+01,9.959397111369375466e+01,-4.949043755764184760e-02,-2.779426051459201297e+00,1.469532556571379652e-03,-3.608703950096592544e-03,8.932310788352521014e-04,6.033201710167522824e-01,-9.494704356369373599e+00,1.147952783341852634e-01,9.963275937498772805e+01,-1.598571247566954012e+00
2.380213786900655748e+01,1.007369095843647528e+02,-5.034026108112574227e-02,-2.994255282530758233e+00,1.533522774046410138e-03,-2.741251275286070953e-03,9.938337711793167589e-04,6.757058828816278062e-01,-9.665527946811744542e+00,1.642224905223762799e-01,1.007814122318561658e+02,-1.702530827827008153e+00
2.474501276225097612e+01,1.018608774914107471e+02,-5.087913607423528300e-02,-3.203892082682112452e+00,1.591598091391031519e-03,-1.900992000768648819e-03,1.096123106849822672e-03,7.507332127503538732e-01,-9.791457741753532673e+00,2.199150053911008429e-01,1.019112647183035847e+02,-1.801565015735585584e+00
2.567354481331876670e+01,1.029360876232961175e+02,-5.109717443340135862e-02,-3.402958648205591352e+00,1.642376169256399773e-03,-1.109190548128859491e-03,1.197525437042467602e-03,8.264002392295827226e-01,-9.872199294914768331e+00,2.807179471300522700e-01,1.029923340529455515e+02,-1.893448550243378214e+00
2.657343622229574720e+01,1.039433009960960277e+02,-5.101114785832201043e-02,-3.588155574725639507e+00,1.685359104665216587e-03,-3.780967349748079768e-04,1.296152569956812934e-03,9.011026611818223619e-01,-9.911348985195202133e+00,3.453872603246833650e-01,1.040052271981108589e+02,-1.977083319777841686e+00
2.742908485010400454e+01,1.048653319864461366e+02,-5.065751840532604217e-02,-3.756627100256857865e+00,1.720433362595077823e-03,2.822572206683305641e-04,1.390031102258031158e-03,9.731073544896108318e-01,-9.914634069157022722e+00,4.121887495573056115e-01,1.049326101170752281e+02,-2.051649214429918100e+00
2.821613547314830939e+01,1.056799277968612074e+02,-5.009860028468587911e-02,-3.904640106067208905e+00,1.747640653814002245e-03,8.587284407712878582e-04,1.476307079811563011e-03,1.039959008805166008e+00,-9.889934740336592256e+00,4.782485475144113152e-01,1.057520489795704037e+02,-2.115990082864258159e+00
2.915418761967309180e+01,1.066056932927299528e+02,-4.914129535021372758e-02,-4.071928776550535645e+00,1.773683091335375751e-03,1.506218044872457886e-03,1.578852984938692834e-03,1.120140144250643122e+00,-9.827746335152262702e+00,5.627924662553214219e-01,1.066834423012859929e+02,-2.187415754507381571e+00
3.021251764404135187e+01,1.075873922077113605e+02,-4.768424266634554987e-02,-4.248274501715897600e+00,1.794686633151907403e-03,2.184358764820484248e-03,1.693937644065217135e-03,1.210887404760133457e+00,-9.717612955213105863e+00,6.657858210554211675e-01,1.076712453354415260e+02,-2.261248319825692743e+00
3.137507289363436058e+01,1.085845779190894973e+02,-4.562945488465029731e-02,-4.426323448677559114e+00,1.807520109135431121e-03,2.864973872806356528e-03,1.819304692915806650e-03,1.310421531500427950e+00,-9.551689245704535480e+00,7.882146499381472715e-01,1.086747670031377737e+02,-2.334303117222398249e+00
3.262722688386393344e+01,1.095589605939446756e+02,-4.289578521270743378e-02,-4.599281487081960940e+00,1.809432645802894592e-03,3.523092487299670904e-03,1.952738316229750588e-03,1.416835772856029685e+00,-9.325364182763713927e+00,9.309010262876403763e-01,1.096554653296921913e+02,-2.403863439560677495e+00
3.387938087409350629e+01,1.104263159261412142e+02,-3.963852718021097787e-02,-4.752423343788344745e+00,1.799171764265243339e-03,4.104580412616107982e-03,2.084142081541406205e-03,1.521787983861416560e+00,-9.055099468671599539e+00,1.084685454677369210e+00,1.105285408746146913e+02,-2.464320857302457313e+00
3.527884935533197819e+01,1.112661226583537513e+02,-3.540394961826712206e-02,-4.900000695326382605e+00,1.773639841333341568e-03,4.665917850002360492e-03,2.228150164042823518e-03,1.636593569918135094e+00,-8.707760142016560678e+00,1.269461902043267365e+00,1.113739705302709808e+02,-2.521594794301660336e+00
3.667831783657045008e+01,1.119677125272785361e+02,-3.057588624131412497e-02,-5.022798918132103552e+00,1.733764418107938514e-03,5.136727125011525223e-03,2.368658511936618145e-03,1.747981072585111706e+00,-8.319778500322863479e+00,1.467516189796285619e+00,1.120803198266675906e+02,-2.568529471719365187e+00
3.814665236539885029e+01,1.125555505359213555e+02,-2.491678907151446964e-02,-5.125392689258687184e+00,1.677215235728875134e-03,5.537251943782374279e-03,2.511770044973161455e-03,1.860346763996785668e+00,-7.876815628438922801e+00,1.689116917250749861e+00,1.126721892372285083e+02,-2.607251638861025622e+00
3.961498689422725050e+01,1.129937453601555433e+02,-1.870301961707219324e-02,-5.201762804533364815e+00,1.606478254760999565e-03,5.846493310792288955e-03,2.649889588013641575e-03,1.967304847231854614e+00,-7.404861821875017291e+00,1.924265655988450341e+00,1.131134173146282507e+02,-2.635798790910218514e+00
4.110675355292224964e+01,1.132897439491899974e+02,-1.188414104977505992e-02,-5.253405930321801698e+00,1.521137162534108014e-03,6.072062181898475047e-03,2.784485524404663962e-03,2.069668745088639739e+00,-6.903394636092771819e+00,2.176340897826680720e+00,1.134114831010272155e+02,-2.654984548121268606e+00
4.259852021161724878e+01,1.134410646846410486e+02,-4.624450779361397902e-03,-5.280016491503215725e+00,1.423410012820619519e-03,6.213410434045491329e-03,2.912670792759511698e-03,2.164979972250480778e+00,-6.387141764119384391e+00,2.440900212085294285e+00,1.135638752082765279e+02,-2.664859394130656867e+00
4.401889839006770444e+01,1.134571624880916261e+02,2.628799675009732377e-03,-5.283270135978329840e+00,1.320053094287921072e-03,6.274461255251458265e-03,3.028166414699167037e-03,2.248596188066026347e+00,-5.888220144409981316e+00,2.703600478714939026e+00,1.135801068413370274e+02,-2.666121371988269928e+00
4.519843560998240406e+01,1.133808018493682255e+02,8.854667993621972988e-03,-5.270497424752377036e+00,1.227471824852205363e-03,6.273912563140225836e-03,3.118801504589179506e-03,2.312389721137307230e+00,-5.472545793729951313e+00,2.929171350746754054e+00,1.135032354143051236e+02,-2.661473777407747487e+00
4.689770582895692996e+01,1.131373156501930453e+02,1.805800818538239039e-02,-5.229040590939155742e+00,1.084919419420208361e-03,6.196822279961528186e-03,3.240253629745035429e-03,2.394769620770342389e+00,-4.877993657466797472e+00,3.264899963828973739e+00,1.132580919145504907e+02,-2.646243604183887932e+00
4.876564841911250170e+01,1.127036689495079287e+02,2.835450698988060958e-02,-5.154674871334895769e+00,9.182365045730993486e-04,6.016275970741578882e-03,3.360295608377406734e-03,2.471703578452842720e+00,-4.239186316058820125e+00,3.646928163104004916e+00,1.128214894055539190e+02,-2.618685276412735075e+00
5.047054333123223557e+01,1.121732779240193736e+02,3.777023573834237258e-02,-5.063269582637532018e+00,7.596530470406700781e-04,5.772057028585192082e-03,3.456520203783656001e-03,2.528947824539985678e+00,-3.677925341146874416e+00,4.005670514577207797e+00,1.122874988842322637e+02,-2.584458625461649728e+00
5.212943152412663750e+01,1.115502561424703174e+02,4.681254092187588089e-02,-4.955419726333206931e+00,6.019578790245316271e-04,5.468983306537692109e-03,3.537046490066524974e-03,2.572433187470907434e+00,-3.158558628872406349e+00,4.362243993659036256e+00,1.116602795157206174e+02,-2.543589760027969326e+00
5.372785738284810719e+01,1.108650732445754272e+02,5.529294013576309397e-02,-4.836267158702462154e+00,4.491242987485596547e-04,5.122325268254505903e-03,3.601705586720268908e-03,2.602779809766349040e+00,-2.688444723350613241e+00,4.711278126295418645e+00,1.109705231260294909e+02,-2.497830199558396913e+00
5.532628324156957689e+01,1.101111346755753431e+02,6.343013757658834406e-02,-4.704526448161787222e+00,2.976294478381633015e-04,4.728220024608285887e-03,3.653085963517459754e-03,2.621765974122622023e+00,-2.252655206653542130e+00,5.064152122823188940e+00,1.102116081546154476e+02,-2.446488941621973279e+00
5.692470910029104658e+01,1.093028415188350948e+02,7.111322361524630153e-02,-4.562559981864989567e+00,1.496463652730742626e-04,4.292791672487887220e-03,3.690725277623469087e-03,2.629503519443276982e+00,-1.855127360600539399e+00,5.419360559514442954e+00,1.093980492274440337e+02,-2.390274153172216920e+00
5.852313495901251628e+01,1.084544933922345820e+02,7.823609217429167151e-02,-4.412743782529763514e+00,7.309792902370789271e-06,3.822238723188567562e-03,3.714304008228681928e-03,2.626241285876439235e+00,-1.499232139382431050e+00,5.775406502300902467e+00,1.085442562531183910e+02,-2.329937715151938260e+00
6.012156081773398597e+01,1.075801549072021857e+02,8.469960551605032473e-02,-4.257452245336554419e+00,-1.273181091030901586e-04,3.322876452885283743e-03,3.723672365990195101e-03,2.612369297585642514e+00,-1.187768667378798160e+00,6.130819815428909081e+00,1.076643989603904004e+02,-2.266280603131830329e+00
6.141544226817578078e+01,1.068627816666056844e+02,8.938676487004949822e-02,-4.129355468887464298e+00,-2.293070853814384291e-04,2.901987914489501021e-03,3.720872943755347811e-03,2.593731274884936600e+00,-9.697281651117064527e-01,6.417075223641101722e+00,1.069425718416515423e+02,-2.212903153663816180e+00
6.270932371861757559e+01,1.061444109730324925e+02,9.354061578597278048e-02,-4.000449912759803439e+00,-3.239991647945995694e-04,2.469977296892107189e-03,3.708915760222829261e-03,2.568839557034538590e+00,-7.831583868008802352e-01,6.701257887691962623e+00,1.062198113826386106e+02,-2.158384605425323954e+00
6.400320516905937041e+01,1.054318405476222864e+02,9.712484306535298928e-02,-3.871947957272026120e+00,-4.105103636953573031e-04,2.030446326532105161e-03,3.688028844277796859e-03,2.538105728574033382e+00,-6.286920562752752462e-01,6.982679756649909919e+00,1.055029592735588295e+02,-2.103222529479419123e+00
6.529708661950115811e+01,1.047315826365752258e+02,1.001097923634201997e-01,-3.745033162432320761e+00,-4.880521841458762772e-04,1.587082151919202988e-03,3.658545033240351470e-03,2.501999028445095252e+00,-5.066968502860006440e-01,7.260696051375944648e+00,1.047985672465040494e+02,-2.047932465711701511e+00
6.659096806994294582e+01,1.040498253725788800e+02,1.024732233874464937e-01,-3.620852442391937931e+00,-5.559466853481017084e-04,1.143650380092834122e-03,3.620904421434936304e-03,2.461042695444282113e+00,-4.172701399184275406e-01,7.534712368709133301e+00,1.041128581551541430e+02,-1.993044003038047407e+00
6.761624475792281430e+01,1.035266010243738748e+02,1.038949838585907087e-01,-3.525122875888726526e+00,-6.025251730858410381e-04,7.947547193451138040e-04,3.585643363392863013e-03,2.425521502478006575e+00,-3.694288457364895972e-01,7.748646088717028313e+00,1.035866516744202670e+02,-1.950191127736941921e+00
6.859861649764286540e+01,1.030421286082442691e+02,1.048796182715444752e-01,-3.436145273868024042e+00,-6.409445249821800776e-04,4.644565417854333838e-04,3.547668178210503995e-03,2.389247619341658080e+00,-3.424787461632680663e-01,7.950731830686600610e+00,1.030994585931245524e+02,-1.909934278827741361e+00
6.958098823736291649e+01,1.025764361590777582e+02,1.054948391731974910e-01,-3.350302184035426123e+00,-6.731449956094263682e-04,1.397951939322358969e-04,3.505911304548929488e-03,2.351066457846711533e+00,-3.337290607328376457e-01,8.149793435278111176e+00,1.026311887731151558e+02,-1.870702155055297355e+00
7.056335997708296759e+01,1.021316217685329946e+02,1.057438381765688773e-01,-3.268011355563584797e+00,-6.990382816525538435e-04,-1.775318909813744864e-04,3.460717880803415754e-03,2.311268212588225790e+00,-3.428046208594168198e-01,8.345667051393474978e+00,1.021839480791875019e+02,-1.832727117621505197e+00
7.154573171680301868e+01,1.017096236117236856e+02,1.056328360004117062e-01,-3.189665224586200498e+00,-7.185884011510525193e-04,-4.858414370481998622e-04,3.412461133038695391e-03,2.270150852019572341e+00,-3.692375821942706082e-01,8.538213573580193838e+00,1.017596809044696045e+02,-1.796235915916511550e+00
7.252810345652306978e+01,1.013122117594785152e+02,1.051710497517816950e-01,-3.115628462417610045e+00,-7.318125322260120476e-04,-7.834772537385302753e-04,3.361538983173275718e-03,2.228017590762747524e+00,-4.124685497991502081e-01,8.727319435601657460e+00,1.013601620621383432e+02,-1.761447266167623260e+00
7.351047519624312088e+01,1.009409805252964247e+02,1.043706116354239516e-01,-3.046235572580661355e+00,-7.387810637480784169e-04,-1.068824522557431907e-03,3.308370094698285819e-03,2.185174217377197081e+00,-4.718484308244357273e-01,8.912897160795198559e+00,1.009869892302790788e+02,-1.728569350798302207e+00
7.449284693596317197e+01,1.005973414673782571e+02,1.032464381418421312e-01,-2.981788582412353339e+00,-7.396168108048990384e-04,-1.340325322646608716e-03,3.253389414817325215e-03,2.141926322222514223e+00,-5.466410945362424334e-01,9.094885654309759815e+00,1.006415760671577146e+02,-1.697797295303046239e+00
7.561332737490120337e+01,1.002406284703200470e+02,1.015915167586953216e-01,-2.914659033248376829e+00,-7.333074072956211574e-04,-1.631199174302742222e-03,3.189038186120275384e-03,2.092490945336439534e+00,-6.497129275392187209e-01,9.298034612226151907e+00,1.002830451982841993e+02,-1.665498560860984911e+00
7.679326392076681884e+01,9.990715396196371501e+01,9.945100647008515982e-02,-2.851668979956628824e+00,-7.186528010154638818e-04,-1.913690192012721487e-03,3.120091236212349343e-03,2.040771962606969137e+00,-7.772966149950057968e-01,9.506857470017372691e+00,9.994789302058076430e+01,-1.634960467533908446e+00
7.797320046663243431e+01,9.961826194830671000e+01,9.694075175542468670e-02,-2.796890147977594943e+00,-6.962534888152893285e-04,-2.169609649512742062e-03,3.050703713517977003e-03,1.989887529551652712e+00,-9.227285440305101893e-01,9.710482652304964546e+00,9.965756421672496401e+01,-1.608218327227835864e+00
7.915313701249804978e+01,9.937488526343085482e+01,9.410318539417604489e-02,-2.750555839049779738e+00,-6.666708775458171123e-04,-2.397050468854239683e-03,2.981646435744264578e-03,1.940307226115704609e+00,-1.084160321952680084e+00,9.909001317710771417e+00,9.941298825582742893e+01,-1.585461097033064704e+00
8.058861010198268104e+01,9.914087206454418322e+01,9.027511506912412609e-02,-2.705778997888824033e+00,-6.219126349782059388e-04,-2.633067518978926894e-03,2.899151693623928244e-03,1.882378853558543508e+00,-1.299278480797914748e+00,1.014383271372492956e+01,9.917782969646056301e+01,-1.563343539632752632e+00
8.202408319146731230e+01,9.897502604762857459e+01,8.611394633788303776e-02,-2.673804871124088045e+00,-5.687026930095821515e-04,-2.822406504413455842e-03,2.819504076871472316e-03,1.827743457049858744e+00,-1.531444602038840586e+00,1.037165471569692343e+01,9.901117325448353768e+01,-1.547465946831170447e+00
8.345955628095194356e+01,9.887651436388203763e+01,8.170556816499265074e-02,-2.654535155839284677e+00,-5.083664905174083799e-04,-2.963706297403333276e-03,2.743847829876215269e-03,1.777026283895761116e+00,-1.776796517312640322e+00,1.059289398835362661e+01,9.891217480899116765e+01,-1.537848868995870255e+00
8.489502937043657482e+01,9.884362926362784663e+01,7.713491464766651651e-02,-2.647686691375956691e+00,-4.422722624205431509e-04,-3.056473246103373013e-03,2.673187910342623378e-03,1.730753607030987018e+00,-2.031398067372650829e+00,1.080805221960268803e+01,9.887911427908450435e+01,-1.534393329958708030e+00
8.633949041579654704e+01,9.887421697507876672e+01,7.245462087438918342e-02,-2.652869182472567200e+00,-3.713410661578897889e-04,-3.101226430411320196e-03,2.607986196472017112e-03,1.689104623072098077e+00,-2.292946109683032585e+00,1.101898957526303136e+01,9.890982634200886991e+01,-1.536919878648651760e+00
8.779912996565080618e+01,9.896658754482585607e+01,6.772228126839519025e-02,-2.669764264897782180e+00,-2.965502896854778879e-04,-3.098239983456946983e-03,2.548815086816035545e-03,1.652352345057333194e+00,-2.558685398487547946e+00,1.122710444508052241e+01,9.900261449984634510e+01,-1.545260261709037852e+00
8.926749668780337288e+01,9.911760815179607675e+01,6.303336171864473703e-02,-2.697769944617807614e+00,-2.195144599608429316e-04,-3.048550526528571742e-03,2.496635562174345790e-03,1.621014061580496879e+00,-2.823525731621742807e+00,1.143203865678184883e+01,9.915433516297592575e+01,-1.559084025901530612e+00
9.075196890403829286e+01,9.932448688937843428e+01,5.843467226334005810e-02,-2.736329977455055573e+00,-1.411096729383362061e-04,-2.953817813528668117e-03,2.451733055417202288e-03,1.595194567257496088e+00,-3.084894451623290124e+00,1.163543874807828438e+01,9.936218904691438070e+01,-1.578065170457470634e+00
9.224706785689470223e+01,9.958219679577543104e+01,5.400803096213065840e-02,-2.784460454975328680e+00,-6.283841132189452389e-05,-2.817092849899762320e-03,2.414669877712981218e-03,1.575162418751495430e+00,-3.338019219422176498e+00,1.183720888636061375e+01,9.962113257519850151e+01,-1.601654504039019766e+00
9.374357843992791572e+01,9.988348032065744064e+01,4.983525002766246714e-02,-2.840752692247813460e+00,1.369564451148049130e-05,-2.643277029098313469e-03,2.385785433437244939e-03,1.561028119942857062e+00,-3.577903089617741283e+00,1.203683068575823256e+01,9.992388103140220323e+01,-1.629090975298621347e+00
9.524008902296112922e+01,1.002214855298184943e+02,4.596324783059060892e-02,-2.903872735344442013e+00,8.743699298828073411e-05,-2.437510309232877523e-03,2.364975592181922485e-03,1.552638653969409255e+00,-3.801385415899368958e+00,1.223486155702168254e+01,1.002635564464319629e+02,-1.659655258496001817e+00
9.673659960599434271e+01,1.005893665736684000e+02,4.242547332346095768e-02,-2.972492307319059890e+00,1.575411939652550191e-04,-2.205119551036588930e-03,2.351963822027045709e-03,1.549741760444192540e+00,-4.005992683520696040e+00,1.243202384298747631e+01,1.006332856371573286e+02,-1.692641289791361414e+00
9.823311018902755620e+01,1.009801895505382276e+02,3.924684735787802720e-02,-3.045274921723435835e+00,2.232968928512557094e-04,-1.951573449474877740e-03,2.346363231373815687e-03,1.552019883234497799e+00,-4.189712863790057362e+00,1.262900368461168021e+01,1.010261051477613705e+02,-1.727354007097285482e+00
9.978083603349037389e+01,1.014011797613389518e+02,3.635544539458200608e-02,-3.123524101530093411e+00,2.861076346360838280e-04,-1.672911301287540072e-03,2.347861537763017842e-03,1.559424684984821230e+00,-4.356109772935921498e+00,1.283321578342165381e+01,1.014492828043778019e+02,-1.764359906681314261e+00
1.013285618779531916e+02,1.018318599154261221e+02,3.387777248652405759e-02,-3.203400438461027733e+00,3.431285528927369090e-04,-1.383366577637498186e-03,2.356180313706266079e-03,1.571510563852336118e+00,-4.497326409133873604e+00,1.303857371691338862e+01,1.018822389619877242e+02,-1.801801693125173909e+00
1.028272712748946276e+02,1.022513600102150519e+02,3.187697595385242944e-02,-3.281027736735699918e+00,3.924581702931017116e-04,-1.097926515799578116e-03,2.370121498372058239e-03,1.587210334679876045e+00,-4.609428448254018207e+00,1.323907844078257767e+01,1.023039920193216545e+02,-1.837868580020631804e+00
1.042979422275079315e+02,1.026593321561269221e+02,3.029333014745547517e-02,-3.356352620581793733e+00,4.349890391743757578e-04,-8.176462848823902452e-04,2.388825312616044399e-03,1.605981207723561566e+00,-4.695674070849635839e+00,1.343787835460041791e+01,1.027141884032655526e+02,-1.872565904952635973e+00
1.057333796529295853e+02,1.030487758953687063e+02,2.910495828263194584e-02,-3.428100105975786516e+00,4.707411897067507946e-04,-5.478975244193897386e-04,2.411301661654102844e-03,1.627078654719054107e+00,-4.757334616343819711e+00,1.363425143541476103e+01,1.031057851479203435e+02,-1.905342959022082949e+00
1.070622664217232796e+02,1.033975220108163739e+02,2.831197995750033350e-02,-3.492220780541081204e+00,4.987047852150587601e-04,-3.045872815239585398e-04,2.435334604073537221e-03,1.648680260603093251e+00,-4.795000441011438852e+00,1.381838258131872621e+01,1.034564834388135779e+02,-1.934412713633861802e+00
1.083280128238854161e+02,1.037160048258149061e+02,2.782285613832181578e-02,-3.550672150659362813e+00,5.207421606316166600e-04,-8.089244768917479159e-05,2.460693955344848711e-03,1.670788294524669260e+00,-4.814060257426582723e+00,1.399605133876520924e+01,1.037767686135064338e+02,-1.960730244449312654e+00
1.083283412206649530e+02,1.037160854854358689e+02,2.782276213345738144e-02,-3.550686941637426486e+00,5.207472981666698550e-04,-8.083558759001753015e-05,2.460700813888497956e-03,1.670794198769269601e+00,-4.814063128246880652e+00,1.399609773826799675e+01,1.037768497319409278e+02,-1.960736882187638530e+00
1.083283432825027433e+02,1.037160859918535465e+02,2.782276154330145732e-02,-3.550687034501874617e+00,5.207473304217172293e-04,-8.083523062947942984e-05,2.460700856950274757e-03,1.670794235839299535e+00,-4.814063146267963056e+00,1.399609802958758564e+01,1.037768502412392451e+02,-1.960736923862326453e+00
1.083283453443405335e+02,1.037160864982711814e+02,2.782276095314619585e-02,-3.550687127366314311e+00,5.207473626767521353e-04,-8.083487367032138337e-05,2.460700900012052859e-03,1.670794272909333023e+00,-4.814063164289003716e+00,1.399609832090717987e+01,1.037768507505375197e+02,-1.960736965537009491e+00
1.083283659627184363e+02,1.037160915624452286e+02,2.782275505163011795e-02,-3.550688056010269822e+00,5.207476852263986326e-04,-8.083130414905189038e-05,2.460701330630010383e-03,1.670794643609841978e+00,-4.814063344497109931e+00,1.399610123410348628e+01,1.037768558435179926e+02,-1.960737382283621599e+00
1.083285721464974642e+02,1.037161422039517902e+02,2.782269604012187897e-02,-3.550697342405544354e+00,5.207509106571798184e-04,-8.079561234053449443e-05,2.460705636838138744e-03,1.670798350632464624e+00,-4.814065146348209367e+00,1.399613036610136518e+01,1.037769067730876742e+02,-1.960741549727477828e+00
1.083288298762212492e+02,1.037162055052369567e+02,2.782262228507540250e-02,-3.550708950286467935e+00,5.207549422793346459e-04,-8.075099885348950102e-05,2.460711019673881422e-03,1.670802984455567630e+00,-4.814067398074146631e+00,1.399616678118776747e+01,1.037769704344489838e+02,-1.960746758975397741e+00
1.083289800144997628e+02,1.037162423805608427e+02,2.782257932447764967e-02,-3.550715712301710791e+00,5.207572907816699573e-04,-8.072501016018536642e-05,2.460714155438201937e-03,1.670805683873120229e+00,-4.814068709496996057e+00,1.399618799453506490e+01,1.037770075195307982e+02,-1.960749793549729558e+00
1.083291755450403571e+02,1.037162904042982063e+02,2.782252338060783176e-02,-3.550724518656137807e+00,5.207603492276686964e-04,-8.069116609759793260e-05,2.460718239300866642e-03,1.670809199448113347e+00,-4.814070417078329278e+00,1.399621562149911647e+01,1.037770558164419725e+02,-1.960753745554093319e+00
